,Ticker,Company,Sector,Industry,P/E,EPS (ttm),Insider Own %,Perf Week %,Market Cap,Forward P/E,EPS next Y %,Insider Trans %,Perf Month %,PEG,EPS next Q,Inst Own %,Short Float %,Perf Quarter %,P/S,EPS this Y %,Inst Trans %,Short Ratio,Perf Half Y %,Book/sh,P/B,ROA %,Target Price,Perf Year %,Cash/sh,P/C,EPS next 5Y %,ROE %,Perf YTD %,Dividend,P/FCF,EPS past 5Y %,ROI %,52W High %,Beta,Dividend % %,Quick Ratio,Sales past 5Y %,Gross Margin %,52W Low %,ATR,Current Ratio,Sales Q/Q %,Oper. Margin %,RSI (14),Volatility %,Debt/Eq,EPS Q/Q %,Profit Margin %,Rel Volume,LT Debt/Eq,Earnings,Avg Volume,Price,Volume,Market Cap 2,Death MACD,Golden MACD,50-MA,200-MA,50 %,200 %,MOM-25,EMOM-25,ETF,Tick
223,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,20.8,4.36,0.5,2.57,12970000000.0,12.64,12.3,-1.09,-12.32,1.97,1.47,78.7,1.16,-12.01,1.05,-5.2,1.9,1.77,-1.0,27.2,3.34,5.2,115.8,-15.66,3.66,24.76,10.55,17.4,-13.7,1.36,13.58,5.8,9.8,-20.25,0.93,1.5,1.1,21.1,14.1,33.41,3.23,1.1,10.1,8.1,33.01,3.27% 2.93,1.23,5.6,5.1,1.56,1.2,NAN,926.09K,90.72,"1,449,070",12.97B,2021-01-29,2021-01-15,103.51659957885742,95.99463298797608,-12.361881699088428,-5.494716552160533,94.913,97.602,XSW,LDOS
224,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,20.04,2.09,0.4,6.52,12800000000.0,13.62,10.87,-5.43,13.9,0.6,0.63,98.0,2.09,17.08,1.1,13.3,-0.65,3.45,26.42,17.71,2.37,4.5,47.5,48.64,1.38,30.36,33.5,10.9,19.07,0.0,11.66,6.9,7.5,1.62,1.69,0.0,1.0,13.2,39.5,215.25,1.33,2.1,-3.2,7.3,68.99,3.44% 3.25,0.58,28.8,4.8,1.34,0.56,NAN,1.80M,41.96,"2,418,500",12.80B,2021-02-17,2021-02-18,37.634399795532225,32.46089988708496,11.493740375743391,29.26320633733999,103.827,104.57,QQQJ,LKQ
225,LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,13.9,24.49,0.07,3.08,98660000000.0,12.14,6.51,0.0,2.42,2.29,6.31,76.8,1.6,-5.79,1.51,11.6,-1.15,2.01,-14.48,21.51,15.83,13.6,411.29,-11.51,10.9,31.22,6.08,150.5,-4.1,10.4,27.01,19.8,40.1,-18.48,0.95,3.05,1.1,10.0,13.3,27.93,7.37,1.4,7.3,13.2,51.39,2.16% 1.96,2.02,20.6,10.4,0.77,1.94,NAN,1.89M,340.43,"1,449,055",98.66B,2021-01-26,2021-02-04,338.36660705566413,362.6875695800781,0.609809863417293,-6.1368437870225465,98.155,97.84,ARKQ,LMT
226,LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,19.57,2.47,0.1,4.83,12410000000.0,17.63,6.44,0.0,-1.47,3.43,0.63,75.6,0.99,-10.09,3.63,5.9,-0.21,2.05,-11.47,22.76,2.13,3.5,56.11,-15.68,0.21,229.79,5.7,10.9,-6.09,1.61,0.0,7.9,6.2,-16.71,0.33,3.33,0.5,1.0,94.7,28.49,1.19,0.7,-7.2,21.7,51.57,2.50% 2.32,1.26,-44.7,18.0,1.32,1.19,NAN,1.21M,48.39,"1,595,496",12.41B,2021-02-16,2021-03-05,48.747529220581065,50.792428741455076,-0.7334304451888328,-4.7298953820144725,97.682,96.883,QQQJ,LNT
227,LPSN,"LivePerson, Inc.",Technology,Software - Application,0.0,-1.87,0.9,-15.33,3290000000.0,332.69,3240.0,-49.8,-18.28,0.0,-0.06,0.0,17.06,0.11,9.59,-263.0,0.5,11.73,-8.03,1.86,29.87,-23.8,71.6,141.15,3.35,16.58,30.0,-86.6,-10.72,0.0,0.0,-62.6,-27.4,-23.08,1.22,0.0,1.4,6.8,70.8,294.6,4.36,1.4,26.1,-31.2,37.85,8.17% 6.37,1.51,-41.9,-35.4,1.8,1.51,NAN,894.46K,55.56,"1,610,848",3.29B,2021-02-18,2021-02-04,64.95019981384277,53.68564987182617,-14.457537991809913,3.4913429056904746,102.174,103.989,XSW,LPSN
228,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,27.17,20.16,0.3,-3.44,75570000000.0,20.73,5.93,-26.73,8.6,1.18,6.59,87.5,1.91,14.29,6.34,10.2,-1.14,1.74,51.01,38.26,14.32,20.5,585.43,83.1,43.79,12.51,22.97,57.5,15.97,5.2,54.04,32.5,21.4,-9.26,1.32,0.95,2.5,13.8,46.6,201.96,30.04,3.2,33.8,28.7,49.01,6.14% 4.95,1.06,73.8,24.8,1.38,0.91,NAN,1.56M,547.7,"2,160,863",75.57B,2021-03-02,2021-03-01,534.0204010009767,402.855764465332,2.5616247943677997,35.95436588251493,106.881,109.055,QQQ,LRCX
229,LSPD,Lightspeed POS Inc.,Technology,Software - Application,0.0,0.0,0.56,-14.56,6950000000.0,0.0,0.0,0.0,-21.82,0.0,0.0,60.76,1.69,0.58,39.57,0.0,0.0,2.85,60.16,0.0,0.0,0.0,0.0,137.54,0.0,0.0,0.0,0.0,-16.95,0.0,0.0,0.0,0.0,-29.17,0.0,0.0,0.0,0.0,0.0,615.59,5.27,0.0,78.5,0.0,33.81,9.65% 7.35,0.0,0.0,0.0,3.52,0.0,NAN,626.76K,58.46,"2,204,889",6.95B,2021-02-25,2021-02-19,70.18159965515137,,-16.701813171468512,,103.218,113.077,ARKF,LSPD
230,LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,68.9,4.26,0.1,-5.92,38030000000.0,43.69,46.29,-1.52,-11.78,3.82,2.49,87.9,2.3,-21.3,9.34,34.4,-0.73,1.64,-26.38,16.6,17.67,16.4,405.55,32.57,3.71,78.97,18.06,28.0,-15.74,0.0,90.57,24.4,32.6,-26.67,1.34,0.0,1.1,17.2,55.6,127.59,12.6,2.2,22.0,19.1,30.86,5.44% 3.49,0.0,13.9,13.7,1.61,0.0,12/10,1.61M,293.24,"2,592,466",38.03B,2021-02-22,2021-02-08,338.6747998046875,333.740050201416,-13.415465169209392,-12.135208278710856,92.937,95.196,QQQ,LULU
231,LYFT,"Lyft, Inc.",Technology,Software - Application,0.0,-5.61,1.5,15.12,20440000000.0,259.6,121.6,-32.82,29.77,0.0,-0.56,84.3,10.22,47.74,8.64,-258.8,15.27,3.49,124.12,6.37,10.07,-30.9,64.78,72.92,7.7,8.33,0.0,-67.8,30.51,0.0,0.0,0.0,-94.8,0.85,0.0,0.0,1.3,0.0,22.8,340.33,3.09,1.3,-47.7,-75.0,71.65,5.68% 4.96,0.35,7.1,-70.0,1.97,0.32,NAN,7.11M,64.12,"13,999,926",20.44B,2021-02-26,2021-03-03,51.99499992370605,37.417924900054935,23.3195501376774,71.36172080965898,115.148,118.466,QQQJ,LYFT
232,MA,Mastercard Incorporated,Financial,Credit Services,56.61,6.38,11.0,1.99,359210000000.0,34.79,28.97,-1.62,8.43,3.8,1.57,77.5,0.72,6.07,23.48,-19.5,-0.28,1.48,0.05,6.4,56.39,20.0,384.42,24.13,10.65,33.9,14.91,106.6,1.1,1.76,68.03,13.7,35.3,-2.14,1.2,0.49,1.6,9.6,0.0,80.45,11.25,1.6,-6.7,52.8,58.77,3.24% 2.86,1.98,-12.8,41.9,1.11,1.88,NAN,4.19M,360.88,"4,639,230",359.21B,2021-01-12,2021-02-04,340.83970764160154,326.8088871765137,5.879682416425245,10.425393604759613,101.725,102.402,XSW,MA
233,MANH,"Manhattan Associates, Inc.",Technology,Software - Application,87.04,1.36,1.3,-4.01,7350000000.0,68.02,13.4,-7.4,-1.16,5.8,0.32,0.0,2.15,15.88,12.54,2.9,-0.58,4.05,16.17,3.45,34.21,21.7,139.0,74.74,3.29,35.92,15.0,50.9,12.21,0.0,53.2,-0.6,40.0,-19.44,1.88,0.0,1.7,1.1,54.0,235.28,5.81,1.7,-3.8,19.5,43.42,5.74% 4.28,0.0,23.8,14.9,1.38,0.0,NAN,333.12K,118.02,"461,148",7.35B,2021-02-19,2021-02-04,119.42100006103516,100.72929996490478,-1.1731605499192956,17.165511962377867,114.786,111.603,XSW,MANH
234,MANT,ManTech International Corporation,Technology,Software - Application,26.7,2.97,0.4,1.37,3270000000.0,21.03,6.35,0.0,-10.4,5.9,0.84,0.0,1.14,2.23,1.3,4.8,1.54,1.56,4.21,39.11,2.03,5.5,87.29,-1.91,1.0,79.35,4.53,7.8,-10.92,1.52,26.26,16.9,7.7,-21.83,0.75,1.92,1.4,10.2,15.1,43.41,2.84,1.4,5.7,6.3,38.29,3.98% 3.13,0.0,-21.3,4.8,1.35,0.01,NAN,197.05K,79.23,"265,144",3.27B,2021-01-26,2020-12-28,87.98000015258789,75.91330575942995,-9.94544230212815,4.369055210269326,91.204,98.078,XSW,MANT
235,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,0.0,-0.82,0.7,-0.78,48310000000.0,31.6,132.22,-10.37,19.11,0.0,0.03,61.2,2.96,14.14,4.57,-121.6,1.55,3.2,40.74,1.32,111.3,-1.1,136.11,33.3,2.67,55.09,-8.9,-190.7,11.37,0.0,35.84,-17.7,2.6,-8.16,1.91,0.0,0.5,-6.1,16.7,215.53,5.55,0.5,-59.6,0.8,62.72,3.86% 3.84,24.13,-159.6,-2.5,1.22,21.4,NAN,2.50M,146.92,"3,039,127",48.31B,2020-12-09,2021-02-04,130.9981999206543,108.5737001800537,12.154212873909373,35.318221407536555,107.292,108.447,QQQ,MAR
236,MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,55.57,4.14,0.6,-8.18,12490000000.0,53.24,11.24,-60.57,-11.02,4.67,0.88,84.0,1.74,-9.55,10.92,20.5,0.3,2.93,-0.97,25.51,9.02,14.7,297.83,28.84,11.82,19.47,11.9,17.7,-14.22,0.0,90.17,21.7,16.5,-19.18,0.81,0.0,3.8,12.7,65.0,59.98,8.71,4.7,19.2,22.4,30.28,4.17% 3.13,0.0,31.7,21.0,1.46,0.0,NAN,300.97K,230.21,"440,180",12.49B,2021-02-22,2021-02-09,261.6195989990234,240.5536002349853,-12.00582797282732,-4.299914956534067,96.314,98.887,QQQJ,MASI
237,MASS,908 Devices Inc.,Healthcare,Medical Devices,0.0,-0.1,38.6,-22.05,1120000000.0,0.0,-58.8,8.0,-37.48,0.0,-0.16,52.9,0.42,0.0,38.07,-77.1,0.0,0.25,0.0,0.0,0.0,0.0,67.5,0.0,0.73,57.01,0.0,0.0,-27.2,0.0,591.13,0.0,24.5,-47.91,0.0,0.0,2.4,0.0,56.5,-1.33,6.36,2.8,-3.2,-8.0,32.42,12.60% 10.61,0.0,78.6,-10.8,1.07,0.0,,370.19K,41.46,"397,034",1.12B,2021-02-19,2021-02-04,60.7992000579834,,-31.808313332313347,,105.324,102.563,ARKG,MASS
238,MAXN,"Maxeon Solar Technologies, Ltd.",Technology,Solar,0.0,0.0,59.44,-16.22,831910000.0,0.0,52.6,0.0,-32.62,0.0,-1.1,33.2,20.18,13.43,0.86,69.7,-2.24,3.96,35.3,19.32,1.46,0.0,40.33,0.0,10.55,2.67,0.0,0.0,-0.56,0.0,0.0,0.0,-34.4,-51.34,0.0,0.0,1.2,0.0,0.0,139.47,4.33,1.6,-9.8,0.0,34.76,11.94% 11.98,0.36,18.7,0.0,1.46,0.28,,692.50K,28.21,"1,013,401",831.91M,2021-02-16,2021-02-08,39.0631997680664,,-27.783693687424783,,114.289,120.56,TAN,MAXN
239,MCHP,Microchip Technology Incorporated,Technology,Semiconductors,114.16,1.27,2.06,-4.71,37900000000.0,19.42,15.69,-0.47,3.98,9.67,1.74,92.3,2.54,5.87,7.15,50.8,-1.13,3.18,26.81,20.11,7.23,2.0,170.05,64.01,1.43,101.69,11.8,6.1,5.31,1.56,26.69,6.2,7.0,-12.74,1.72,1.07,0.6,19.7,61.6,173.64,7.15,0.9,5.0,12.0,45.73,5.29% 4.37,1.73,-89.1,6.3,1.58,1.44,NAN,2.11M,145.44,"3,321,826",37.90B,2021-02-25,2021-02-08,147.24866180419926,119.25792907714843,-1.228304408364872,21.95415527123088,105.297,106.5,QQQ,MCHP
240,MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,0.0,-1.19,9.26,0.11,1720000000.0,0.0,41.8,-1.09,-25.98,0.0,-0.28,88.8,7.2,-24.15,73.66,48.9,0.28,5.4,-25.66,2.25,8.47,-51.2,0.0,438.42,3.31,5.76,0.0,0.0,-22.2,0.0,0.0,-21.1,303.3,-50.49,3.93,0.0,6.7,0.0,0.0,656.35,2.24,6.7,-80.0,0.0,37.96,13.49% 10.50,0.13,-54.5,0.0,2.68,0.13,NAN,1.10M,19.06,"2,956,754",1.72B,2021-02-17,2021-02-02,24.212400054931642,20.598350068330763,-21.2800054651426,-7.4683169439669035,92.643,94.254,"ARKK,ARKG",MCRB
241,MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,0.0,-4.36,3.2,-20.15,18290000000.0,0.0,5.8,-25.01,-22.15,0.0,-0.39,88.4,9.96,15.03,33.68,-64.9,-0.83,6.5,28.66,0.37,832.89,-18.9,400.18,93.74,16.28,18.92,0.0,-470.1,-14.17,0.0,0.0,-14.9,-13.9,-28.16,0.82,0.0,4.1,59.6,70.4,228.5,23.77,4.1,37.8,-35.1,30.36,8.59% 5.72,46.22,-62.9,-46.7,2.09,46.02,03/09,896.65K,308.17,"1,876,657",18.29B,2021-02-18,2021-02-03,377.74239807128913,271.2458492279053,-18.417947899552203,13.612798454685452,107.082,111.334,QQQJ,MDB
242,MDLA,"Medallia, Inc.",Technology,Software - Application,0.0,-0.92,3.1,-21.23,4990000000.0,504.76,133.33,-44.95,-24.7,0.0,-0.01,96.9,9.66,-5.94,10.85,-27.2,4.66,7.96,-20.9,3.45,9.22,-15.1,45.08,34.52,4.17,7.62,0.0,-29.8,-4.27,0.0,0.0,0.0,-28.7,-34.13,0.0,0.0,3.0,0.0,64.4,98.25,3.33,3.0,17.4,-28.2,30.0,11.87% 6.74,0.88,29.9,-28.7,5.83,0.87,NAN,1.67M,31.8,"9,742,078",4.99B,2021-02-16,2021-02-04,39.757199974060065,32.57184997558593,-20.014487889619513,-2.369684178714021,117.236,112.231,XSW,MDLA
243,MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,22.51,2.47,0.1,4.55,79780000000.0,17.96,7.65,-67.37,0.54,2.38,0.7,79.0,0.73,-4.4,3.0,-8.6,-0.89,1.42,-5.81,19.31,2.88,5.4,65.7,-2.25,2.52,22.05,9.45,13.4,-4.94,1.26,56.07,-11.1,5.1,-7.37,0.62,2.27,0.5,-2.2,39.3,34.94,1.15,0.7,5.6,13.8,53.55,2.28% 1.80,0.73,58.9,13.4,1.88,0.63,NAN,7.26M,55.58,"13,633,828",79.78B,2021-02-19,2021-03-05,56.14644142150879,55.17957046508789,-1.008864332569788,0.7256844001086565,95.682,97.379,QQQ,MDLZ
244,MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,0.0,-0.08,8.41,-10.25,72200000000.0,510.32,168.5,0.0,-21.4,0.0,0.05,84.6,2.6,-3.46,21.75,-329.9,-0.12,2.13,22.93,35.12,41.86,-0.1,1827.14,134.16,67.75,21.7,20.5,-0.2,-12.24,0.0,89.32,-32.9,-7.8,-27.22,1.54,0.0,1.6,32.8,46.0,248.22,104.24,1.6,85.0,2.5,30.42,8.40% 5.26,0.71,110.3,-0.1,2.27,0.35,NAN,559.49K,1470.24,"1,268,500",72.20B,2021-01-27,2021-01-12,1778.7389965820312,1313.8773504638673,-17.343691074116727,11.900855850885057,102.308,105.364,"ARKW,ARKF,QQQ",MELI
245,MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,35.13,2.5,1.6,4.28,25730000000.0,9.93,16.87,0.0,15.3,1.45,1.59,72.2,0.62,43.82,0.79,-15.8,-1.8,1.07,70.68,34.17,2.57,-0.7,94.18,91.33,5.11,17.18,24.21,-1.7,24.01,1.72,158.85,4.7,11.7,-2.31,1.61,1.96,0.9,2.8,13.6,285.93,3.46,1.3,-2.0,-0.4,63.13,4.34% 3.47,0.39,280.4,-0.5,1.33,0.38,NAN,1.61M,87.8,"2,136,908",25.73B,2021-02-18,2021-02-19,76.37897033691407,56.68492286682129,14.953107658700828,54.891275421300655,109.513,112.801,ARKQ,MGA
246,MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,34.42,4.77,0.9,12.2,9030000000.0,27.22,26.13,0.0,21.83,3.69,1.42,0.0,11.5,19.69,3.51,11.0,-4.83,7.38,64.85,36.95,4.45,5.1,148.29,59.95,4.01,41.0,9.34,13.5,27.42,0.0,21.44,13.2,10.6,-1.23,1.72,0.0,1.1,12.6,35.6,293.65,5.8,2.1,-12.4,14.9,78.25,5.80% 3.80,0.9,-25.5,10.3,1.18,0.89,NAN,846.90K,164.27,"998,669",9.03B,2021-01-29,2021-02-24,137.82759963989258,108.60480010986328,19.185127238081844,51.25482467978073,105.835,106.843,QQQJ,MIDD
247,MIME,Mimecast Limited,Technology,Software - Infrastructure,101.67,0.41,1.7,-3.5,2710000000.0,34.63,8.54,-33.93,-2.41,2.06,0.24,87.9,3.53,-7.86,5.63,69.6,0.7,2.55,-17.16,5.41,7.65,3.3,55.18,7.56,0.0,0.0,49.4,9.4,-27.2,0.0,35.47,-62.5,0.0,-30.43,1.31,0.0,1.3,29.8,75.3,64.6,1.91,1.3,17.6,6.0,40.86,5.01% 3.92,0.31,5137.4,5.5,0.7,0.28,NAN,819.35K,41.38,"572,197",2.71B,2021-03-04,2021-02-09,46.669399948120116,45.091299991607656,-11.33376463807132,-8.230634273792054,87.746,95.494,XSW,MIME
248,MITK,"Mitek Systems, Inc.",Technology,Software - Application,68.49,0.22,3.6,-2.29,639750000.0,18.27,21.4,-22.18,-1.45,4.57,0.14,65.3,8.24,29.71,6.08,0.0,-2.84,3.56,13.19,3.34,4.47,5.8,22.0,70.05,1.56,9.56,15.0,7.4,-16.03,0.0,23.96,18.0,5.5,-24.9,0.39,0.0,3.8,31.9,86.3,183.84,1.05,3.8,17.6,9.6,40.68,7.15% 5.72,0.0,268.7,9.0,1.36,0.0,NAN,960.90K,14.93,"1,306,934",639.75M,2021-01-04,2020-12-07,16.734400081634522,12.973350019454957,-10.78258003174428,15.082071921368284,91.534,102.131,XSW,MITK
249,MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,24.17,6.33,0.3,-7.22,8300000000.0,15.97,10.92,-0.55,-5.18,1.73,2.2,97.8,1.34,6.78,3.56,148.5,0.28,1.57,23.64,42.85,3.57,9.5,201.2,53.91,15.4,9.93,14.01,16.0,1.69,0.8,21.61,22.6,11.9,-20.44,1.61,0.52,3.5,23.4,45.0,128.8,9.35,4.8,32.1,19.5,43.54,6.11% 5.25,0.35,170.4,15.0,1.28,0.35,NAN,463.37K,153.0,"590,969",8.30B,2021-03-03,2021-02-19,163.92593048095702,130.50530822753908,-6.665163009232556,17.236610585403085,98.657,103.959,QQQJ,MKSI
250,MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,64.26,7.85,2.6,-9.28,19020000000.0,54.04,11.28,-14.54,-10.54,6.14,2.16,94.8,1.33,-6.73,27.6,45.4,1.3,1.67,2.08,25.53,19.76,26.1,584.5,33.6,12.22,41.27,10.47,34.2,-11.6,2.64,63.63,25.2,31.4,-16.83,0.44,0.52,0.0,17.9,95.1,83.08,23.23,0.0,32.0,54.4,39.5,6.52% 3.70,0.0,44.7,43.4,2.09,0.0,NAN,293.60K,504.37,"612,886",19.02B,2021-03-03,2021-02-26,545.4405822753906,520.2330143737793,-7.5297995070440615,-3.04921332085663,101.594,101.25,ARKF,MKTX
251,MMS,"Maximus, Inc.",Industrials,Specialty Business Services,23.98,3.52,0.3,3.92,5290000000.0,20.34,12.67,-43.27,11.39,1.92,0.83,97.8,2.02,17.01,1.47,-8.6,-0.32,3.16,6.67,20.93,4.04,10.8,87.6,29.63,2.12,39.92,12.5,18.0,15.41,1.12,36.08,7.6,17.0,-0.31,0.82,1.33,1.8,10.5,20.7,81.97,2.01,1.8,15.6,8.3,61.42,2.84% 2.42,0.03,13.7,6.1,0.85,0.01,NAN,388.26K,84.47,"330,427",5.29B,2021-02-25,2021-02-04,78.4258576965332,73.12975677490235,7.706823337341683,15.507016193153195,108.263,106.626,XSW,MMS
252,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,38.84,2.23,0.1,-1.5,44380000000.0,28.59,12.97,-5.76,-4.41,2.65,0.61,65.6,1.33,0.19,10.04,15.0,-0.36,2.55,-0.13,8.77,9.85,22.8,102.25,28.74,3.26,26.51,14.67,28.2,-6.55,0.0,38.84,17.0,26.2,-9.13,1.08,0.0,3.2,11.3,58.3,72.63,2.48,3.7,10.0,35.0,42.9,3.18% 2.53,0.0,19.6,27.0,1.72,0.0,NAN,1.96M,86.42,"3,374,993",44.38B,2021-02-22,2021-02-04,89.84880004882812,81.61015010833741,-3.816189027527078,5.893690778999331,98.356,100.459,QQQ,MNST
253,MODN,"Model N, Inc.",Technology,Software - Application,0.0,-0.46,3.4,1.53,1540000000.0,111.4,175.71,-10.7,17.33,0.0,-0.05,99.5,8.79,25.4,9.29,32.9,2.92,9.82,6.59,3.57,12.04,-5.6,51.14,53.96,4.02,10.71,0.0,-14.6,20.52,0.0,83.96,11.9,-3.1,-10.79,0.99,0.0,2.4,11.4,59.9,186.67,1.91,2.4,11.2,-3.2,57.7,4.31% 4.98,0.0,-63.1,-9.6,1.36,0.94,NAN,289.14K,43.0,"393,940",1.54B,2021-03-02,2021-02-05,38.84240005493164,36.26384999275208,10.70376686092674,18.575385703928983,111.231,109.596,XSW,MODN
254,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,95.25,3.5,5.5,-11.11,14530000000.0,49.34,18.24,-18.5,-9.05,3.81,1.34,95.8,1.99,3.77,17.21,1.4,0.13,1.42,17.7,20.34,16.37,12.2,430.0,93.18,12.63,26.35,25.0,15.3,-9.1,2.4,103.16,22.1,13.0,-18.15,0.94,0.72,4.2,17.3,55.2,155.85,20.08,5.2,53.7,14.2,38.86,6.39% 5.10,0.0,83.7,15.1,1.07,0.0,NAN,613.29K,332.91,"659,117",14.53B,2021-02-22,2021-02-19,373.0003271484375,297.91896713256835,-10.748067556649442,11.745151107435639,98.836,103.544,"QQQJ,PTF",MPWR
255,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,0.0,-1.94,2.0,-14.61,50140000000.0,9.71,-16.37,-51.88,-20.3,0.0,2.71,50.4,4.12,-7.56,62.4,-27.1,-3.27,0.8,104.25,6.99,18.91,-16.5,160.38,371.94,8.64,15.3,16.8,-22.9,26.53,0.0,0.0,0.0,-44.9,-30.15,0.0,0.0,2.4,0.0,99.0,584.57,12.45,2.4,828.8,-63.8,37.0,8.87% 6.74,0.04,-58.9,-60.6,0.65,0.04,NAN,18.40M,132.19,"11,978,012",50.14B,2021-02-18,2021-01-14,144.26599975585938,95.6682247543335,-8.370648507822729,38.17544993591216,132.641,123.907,QQQ,MRNA
256,MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors,19.95,2.08,0.2,-14.02,26890000000.0,30.19,48.81,-11.33,-18.78,0.54,0.29,94.3,5.49,-9.01,9.31,873.6,3.07,3.77,0.79,12.51,3.32,13.5,53.04,66.51,1.28,32.32,37.0,17.4,-12.68,0.24,60.11,20.3,16.5,-25.48,1.16,0.58,1.2,-5.8,47.5,152.34,2.41,1.4,13.2,-12.8,33.44,6.26% 4.32,0.16,72.3,51.2,2.23,0.12,NAN,9.68M,41.51,"21,623,207",26.89B,2021-01-28,2021-01-07,49.74420013427734,41.19265418052673,-16.55308581111024,0.7703942020402472,100.082,102.406,QQQJ,MRVL
257,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,34.5,6.71,0.1,-0.34,1721300000000.0,28.63,9.28,-8.17,-4.69,2.07,1.77,72.1,0.54,7.54,11.23,13.4,0.03,1.39,-0.02,17.24,13.43,17.2,273.43,39.29,17.76,13.04,16.7,42.2,4.13,2.24,49.74,31.3,23.1,-5.9,0.81,0.97,2.5,8.9,68.4,74.77,5.67,2.6,16.7,39.2,47.21,2.59% 1.96,0.55,34.0,33.5,1.41,0.51,NAN,29.27M,231.6,"41,329,294",1721.30B,2021-02-18,2021-01-21,229.54019287109372,212.3480950164795,0.8973622889926856,9.06620093861752,107.534,105.157,"QQQ,PTF,PSJ,XSW",MSFT
258,MSTR,MicroStrategy Incorporated,Technology,Software - Application,0.0,-0.79,0.1,-17.35,5800000000.0,94.65,7.58,-96.91,-16.32,0.0,0.7,88.0,27.04,93.03,12.06,-123.4,-3.3,1.42,313.49,57.11,10.86,-0.8,325.0,353.13,6.39,97.14,10.0,-1.6,59.63,0.0,116.22,-16.8,-0.1,-52.83,1.5,0.0,1.0,-1.9,81.1,589.16,110.49,1.0,-1.6,-2.8,41.77,14.09% 14.11,0.88,-76.7,-1.6,1.25,0.88,NAN,1.08M,620.24,"1,352,361",5.80B,2021-02-19,2021-02-02,658.0969982910158,287.6141998672485,-5.752495208050638,115.6499923460937,177.396,166.119,XSW,MSTR
259,MTLS,Materialise NV,Technology,Software - Application,0.0,-0.09,3.52,-26.41,1780000000.0,577.41,154.5,0.0,-51.71,0.0,0.01,32.8,6.83,-25.71,8.3,-49.0,8.49,1.28,-24.54,2.96,11.31,-1.1,37.49,120.33,2.54,13.18,0.0,-2.8,-38.22,0.0,160.03,-8.5,1.7,-61.68,0.77,0.0,1.9,19.3,54.8,214.46,7.58,2.1,-19.0,-0.1,22.53,19.20% 14.72,0.91,-132.9,-2.1,3.24,0.77,,426.40K,33.49,"1,381,735",1.78B,2021-02-16,2021-02-09,61.99560005187988,41.18375002861023,-45.98003733817479,-18.681518859417608,98.088,105.925,"ARKK,ARKQ",MTLS
260,MU,"Micron Technology, Inc.",Technology,Semiconductors,33.56,2.65,0.2,-2.84,95780000000.0,11.24,89.28,-14.04,12.41,1.83,0.77,85.8,1.72,28.68,4.34,-56.9,2.42,1.08,85.93,35.79,2.48,0.0,98.38,65.54,6.53,13.62,18.38,0.0,18.29,0.0,0.0,-0.8,6.1,-7.12,1.26,0.0,1.9,5.8,31.4,185.67,4.26,2.9,12.2,0.0,53.89,6.06% 4.41,0.17,62.7,0.0,1.71,0.16,NAN,17.74M,88.93,"30,256,687",95.78B,2021-03-04,2021-02-11,81.77300033569334,59.88375015258789,8.752277200207716,48.50439355150652,111.452,113.193,QQQ,MU
261,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,33.09,2.67,0.2,-5.02,23340000000.0,27.54,7.93,-10.42,0.71,1.79,0.74,86.0,4.51,5.07,9.91,-21.0,-3.44,6.23,25.14,7.21,12.27,19.6,91.92,58.39,6.85,12.93,18.44,41.8,-0.18,1.92,67.11,27.5,25.0,-10.11,1.24,2.17,5.1,-1.0,66.3,111.04,3.25,5.7,14.0,33.0,43.21,3.92% 3.15,0.52,27.1,30.7,1.32,0.52,NAN,1.93M,88.49,"2,540,306",23.34B,2021-02-25,2021-02-11,91.878800201416,75.25053983688355,-3.688337455416377,17.593840777507904,101.072,103.949,QQQ,MXIM
